Name: target_10, Result: (y & x), Size: 3, OrigSize: 28, VarNum: 2, IsPoly: false, AlterOrig: 1, AlterDeob: 0, RuleNumber: 193, RuleCount: 0, LinearReduce: 0, SynthReduce: 25, RuleReduce: 3, Time: 23.000000
Name: target_381, Result: ((((((((((- 227) + ((((y | x) << 1) & 32) | (- 36))) + (- ((y | x) & 16))) + ((((y | x) << 1) & 12) | 242)) + ((y | x) ^ 23)) + (((y | x) & 23) ^ 120)) + ((((y | x) & (23 ^ (- 122))) & 23) & (~ ((((y | x) & 23) ^ (- 122)) & (- 106))))) + ((((y | x) & 23) ^ (- 122)) & (- 106))) + ((((y | x) & (23 ^ (- 122))) & 23) | ((((y | x) & 23) ^ (- 122)) & (- 106)))) + (- ((((y | x) & (23 ^ (- 122))) & 23) ^ ((((y | x) & 23) ^ (- 122)) & (- 106))))), Size: 127, OrigSize: 148, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 18, RuleNumber: 193, RuleCount: 14208, LinearReduce: 3, SynthReduce: 18, RuleReduce: 127, Time: 67.000000
Name: target_382, Result: (((((((((((((((((3 + (x & y)) + (((x & y) & (- 512)) ^ (- 189))) + (((x & y) & 320) ^ 320)) + (((x & y) & (- 2)) ^ 186)) + ((((x & y) << 1) & 28) ^ 10)) + ((x & y) | (- 145))) + ((((x & y) & (- 192)) ^ (- 177)) & ((((x & y) & 154) ^ 10) | ((x & y) | (- 156))))) + (- ((x & y) | 1))) + ((x & y) ^ 1)) + ((y & x) ^ 155)) + ((((x & y) & (- 182)) ^ (- 182)) & (~ ((y & x) | (- 156))))) + ((y & x) | (- 156))) + ((y & x) | (- 146))) + (- ((((x & y) & (- 182)) ^ (- 182)) ^ ((y & x) | (- 156))))) + (((x & y) & (- 182)) ^ 187)) + ((((x & y) & (- 2)) ^ 181) ^ ((y & x) | (- 156)))) + ((((x & y) & (- 2)) ^ 181) & ((y & x) | (- 156)))), Size: 184, OrigSize: 186, VarNum: 2, IsPoly: false, AlterOrig: 11, AlterDeob: 36, RuleNumber: 193, RuleCount: 10648, LinearReduce: 2, SynthReduce: 0, RuleReduce: 184, Time: 65.000000
Name: target_383, Result: (x | y), Size: 3, OrigSize: 11, VarNum: 2, IsPoly: true, AlterOrig: 1, AlterDeob: 0, RuleNumber: 193, RuleCount: 10, LinearReduce: 8, SynthReduce: 0, RuleReduce: 3, Time: 28.000000
Name: target_384, Result: ((((x | y) & 66) | (- 200)) + ((((((((((((x | y) | (- 71)) - (y | x)) + (((x | y) & (- 2)) ^ 71)) + ((x | y) | 52)) + ((x | y) & 52)) + ((x | y) | (- 71))) - (((x | y) & 1) ^ ((x | y) | (- 71)))) + 132) + (((x | y) | (- 71)) ^ (- 133))) + (- 111)) + ((x | y) | (- 67)))), Size: 82, OrigSize: 82, VarNum: 2, IsPoly: true, AlterOrig: 8, AlterDeob: 16, RuleNumber: 193, RuleCount: 1764, LinearReduce: 0, SynthReduce: 0, RuleReduce: 82, Time: 62.000000
Name: target_385, Result: (x ^ y), Size: 3, OrigSize: 55, VarNum: 2, IsPoly: false, AlterOrig: 18, AlterDeob: 0, RuleNumber: 193, RuleCount: 70, LinearReduce: 0, SynthReduce: 0, RuleReduce: 55, Time: 0.000000
Name: target_386, Result: (x ^ y), Size: 3, OrigSize: 19, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 0, RuleNumber: 193, RuleCount: 9, LinearReduce: 0, SynthReduce: 0, RuleReduce: 19, Time: 0.000000
Name: target_387, Result: (x ^ y), Size: 3, OrigSize: 19, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 0, RuleNumber: 193, RuleCount: 9, LinearReduce: 0, SynthReduce: 0, RuleReduce: 19, Time: 1.000000
Name: target_388, Result: ((((((((((((((- 261) + (((~ (y & x)) << 1) | 190)) + (((y & x) & (- 96)) | 81)) + ((~ (y & x)) | 127)) + (((y & x) & 32) ^ 101)) + (- ((y & x) | 1))) + (((y & x) << 1) | 2)) + ((- ((y & x) & (- 80))) ^ (- 84))) + (((- ((y & x) & (- 80))) << 1) & (- 192))) + (- ((y & x) ^ (- 2)))) + ((y & x) & 1)) + ((y & x) ^ 78)) + ((((y & x) ^ (- 2)) & (- 96)) ^ (- 96))) + ((((y & x) ^ (- 2)) & 16) | 69)), Size: 118, OrigSize: 126, VarNum: 2, IsPoly: false, AlterOrig: 11, AlterDeob: 23, RuleNumber: 193, RuleCount: 4960, LinearReduce: 8, SynthReduce: 0, RuleReduce: 118, Time: 61.000000
Name: target_389, Result: (((((((((((((((((12 + ((((y & x) << 1) & (- 320)) | 2)) + (- ((y & x) & (- 160)))) + (((y & x) << 1) | 314)) + ((((y & x) & (- 221)) ^ (((y & x) & (- 160)) | 157)) ^ (- 2))) + (- (((~ (y & x)) | (- 2)) & 7))) + (((y & x) & (- 221)) ^ 89)) + (((y & x) & (- 157)) ^ (- 90))) + ((~ (y & x)) & 1)) + ((y & x) & 1)) + ((~ (y & x)) | 1)) + (((~ (y & x)) | (- 2)) & 7)) + ((y & x) & 4)) + ((y & x) ^ (- 158))) + ((y & x) & 4)) + ((y & x) | 157)) + (((y & x) & 14) ^ (- 11))) + (((y & x) & (- 15)) ^ (- 158))), Size: 151, OrigSize: 171, VarNum: 2, IsPoly: false, AlterOrig: 12, AlterDeob: 29, RuleNumber: 193, RuleCount: 6664, LinearReduce: 20, SynthReduce: 0, RuleReduce: 151, Time: 61.000000
Name: target_39, Result: ((((((- (y | x)) | (y | x)) + ((x | y) & (- (x & y)))) << 1) + ((x | y) ^ (- (x & y)))) - ((- (y | x)) ^ (y | x))), Size: 37, OrigSize: 57, VarNum: 2, IsPoly: false, AlterOrig: 18, AlterDeob: 10, RuleNumber: 193, RuleCount: 427, LinearReduce: 0, SynthReduce: 0, RuleReduce: 57, Time: 62.000000
Name: target_390, Result: (x ^ y), Size: 3, OrigSize: 35, VarNum: 2, IsPoly: false, AlterOrig: 10, AlterDeob: 0, RuleNumber: 193, RuleCount: 9, LinearReduce: 0, SynthReduce: 0, RuleReduce: 35, Time: 0.000000
Name: target_391, Result: ((((((((x & 48) | (y & 16)) | (x & 2)) | 1) + (((((((((((((((((((((((x | (- y)) | y) | (- 4)) + (((- y) | 100) & ((y | (x & 71)) | (- 104)))) + ((((x & 50) ^ ((y & (- 104)) & (~ (x & 79)))) ^ (- 49)) | ((x ^ (- 126)) & (~ (y & (- 104)))))) + ((((x & 50) ^ ((y & (- 104)) & (~ (x & 79)))) ^ (- 49)) & ((x ^ (- 126)) & (~ (y & (- 104)))))) + ((x << 1) | (- 154))) + (((y << 1) & (- 208)) | 2)) + (x ^ 125)) + ((x ^ 125) | (~ (y & (- 104))))) - ((y & (- 104)) + ((((y & (- 104)) ^ (x & 79)) + (((x ^ 79) & 50) ^ ((y & (- 104)) | (x & 79)))) + (- 79)))) + ((x ^ 125) ^ (y & (- 104)))) + ((y | 8) & (x & 79))) + ((((y & (- 104)) | (x & 79)) | ((x & 2) | 48)) | ((x ^ 79) & 50))) + (((- y) & 100) | (- 125))) + ((x & 77) ^ (- 77))) + (((x & 77) << 1) ^ 152)) + (((x ^ 79) & 50) & (~ ((y & (- 104)) | (x & 79))))) + ((y & (- 104)) | (x & 79))) + (((y & (- 104)) & (~ (x & 79))) | (~ ((x ^ 79) | (- 51))))) + ((x ^ 79) | (- 51))) + (((x ^ 79) | (- 51)) & ((y & (- 104)) & (~ (x & 79))))) + 3)) | (y & (((((y | ((- y) & (- 104))) ^ 4) | (((y & 4) | (- y)) & (x & 100))) + ((y ^ 4) & (((y & 4) | (- y)) & (x & 100)))) + ((((((((((((((((((x & (y & 4)) | (- y)) << 1) | (- 208)) - (((x & (y & 4)) | (- y)) | (- 104))) + 1) + ((y + 7) & (y & 4))) + (~ ((((y & 4) ^ ((- y) | (- 104))) + (((- y) & (- 104)) ^ (y ^ 4))) + ((((- y) & (- 104)) | (y ^ 4)) ^ (y & 4))))) + ((((y & 4) | (- y)) & (x & 100)) | 1)) + (((- y) | (- 104)) & (~ (((y & 4) | (- y)) & (x & 100))))) + (((((- y) & (- 104)) | (y ^ 4)) | (y & 4)) << 1)) - ((((- y) | (- 104)) ^ (((y & 4) | (- y)) & (x & 100))) + ((y & 4) ^ ((((- y) & (- 104)) | (y ^ 4)) | (y & 4))))) + ((y & 4) ^ (x | 100))) + (y & 4)) + ((((y & 4) | (- y)) | (- 104)) ^ (x & 100))) + ((y ^ 4) ^ (((- y) & (- 104)) & (y ^ (- 5))))) + (y ^ (- 5))) + (y ^ 4))))) | y) + ((((((x & 24) | (- 123)) + (x & (- 128))) + ((((((x << 1) | (- 8)) - (x | (- 4))) + ((x & 103) ^ 3)) + 128) + (x | (- 4)))) & (y | (((((x & 64) & ((y | (- 104)) ^ (- y))) | ((x | 237) & ((- y) | 4))) + ((((x & 68) | ((- y) & 4)) & (((- y) | 4) ^ (y | (- 104)))) & ((x | 237) & ((- y) | 4)))) + ((((((((((((((((((((x & 137) ^ 137) + ((((x | 100) ^ 2147483410) | ((x | 100) & 2147483478)) << 1)) + (((y << 1) & (- 480)) | 342)) - (y & (- 240))) + (- 171)) + ((x | 237) & ((- y) | 4))) + (y & (x & ((- y) & 4)))) + ((((x & 100) | ((- y) & 4)) ^ (- 169)) | (((y | (- 104)) | (~ ((- y) | 4))) ^ (x & ((- y) & 4))))) + ((((x & 100) | ((- y) & 4)) ^ (- 169)) & ((y | (- 104)) | (~ ((- y) | 4))))) + ((((x & 100) | ((- y) & 4)) & 68) ^ (((- y) | 4) ^ (y | (- 104))))) + ((((- y) | 4) ^ (y | (- 104))) | (~ (((x & 100) | ((- y) & 4)) & 68)))) + (((x & 100) | ((- y) & 4)) & 68)) + 1) + (y & ((x & ((- y) & 4)) | 136))) + (((x & 100) | ((- y) & 4)) | 169)) + (- 169)) + ((x | 237) ^ ((- y) | 4))) + 1) + (((- y) | 4) & (y | (- 104))))))) & y)), Size: 828, OrigSize: 828, VarNum: 2, IsPoly: false, AlterOrig: 59, AlterDeob: 73, RuleNumber: 193, RuleCount: 98658, LinearReduce: 0, SynthReduce: 0, RuleReduce: 828, Time: 66.000000
Name: target_392, Result: (((((y | (x + (((- y) ^ y) - (y ^ (- y))))) + (y | ((((6 & y) | ((14 & y) ^ 6)) | (- 47)) + (((((((((((y | x) | 79) + (((y & (x & 16)) | ((x & (- 32)) | 15)) & ((y | (x & 16)) | 78))) + (14 & x)) + ((12 & (y << 1)) | (- 94))) - ((64 & y) ^ ((6 & y) | (- 47)))) + (1 & x)) + (((- 64) & (x << 1)) ^ (- 30))) + ((x << 1) | 62)) - y) + (- 37))))) ^ (- (y ^ (((((- 2) & x) ^ 79) + ((1 & x) ^ 1)) + (((((- 4) & (x << 1)) ^ (- 158)) + ((x << 1) | 156)) + (- 78)))))) + ((- (y ^ (((((x << 1) & (- 4)) ^ 74) + ((x ^ (- 38)) + 1)) + (((x << 1) | (- 74)) + 37)))) & (2 * (x | y)))) + ((- (y ^ (((((x << 1) & 246) ^ 140) + (((x & 123) ^ (- 71)) + 1)) + (((((((((((((((x & (- 88)) ^ (- 71)) + ((x & 81) ^ (- 18))) + ((x & 10) ^ 12)) + (((x & 10) << 1) ^ 4)) + 1) + ((((x & (- 37)) ^ (- 71)) | ((x & (- 20)) ^ (- 56))) ^ 23)) + (((x << 1) & 46) ^ (- 14))) + 90) + (((((x & 2147483611) | ((x & 2147483624) ^ 2147483592)) << 1) | 8) ^ (((x & (- 37)) | ((x & (- 20)) ^ (- 56))) ^ (- 5)))) + ((((((x & 2147483611) | ((x & 2147483624) ^ 2147483592)) << 1) | 8) & (((x & (- 37)) | ((x & (- 20)) ^ (- 56))) ^ (- 5))) << 1)) + (- 172)) + ((x ^ 55) ^ (((x << 1) & (- 124)) | 114))) + (((x ^ 55) & (((x << 1) & (- 124)) | 114)) << 1)) + (x & 32))))) & ((y | (((((((x & 37) ^ 1) + (((x << 1) & (- 4)) ^ 74)) + ((x << 1) | (- 74))) + (x & 37)) + (x & 1)) - (x | 1))) + (y | (((x & (- 41)) + (- 1)) + ((x & 40) | 1)))))), Size: 402, OrigSize: 406, VarNum: 2, IsPoly: false, AlterOrig: 26, AlterDeob: 41, RuleNumber: 193, RuleCount: 8340, LinearReduce: 2, SynthReduce: 0, RuleReduce: 404, Time: 74.000000
Name: target_393, Result: (x & y), Size: 3, OrigSize: 20, VarNum: 2, IsPoly: false, AlterOrig: 0, AlterDeob: 0, RuleNumber: 193, RuleCount: 108, LinearReduce: 0, SynthReduce: 17, RuleReduce: 3, Time: 48.000000
Name: target_394, Result: ((((x ^ ((((y & (- 69)) ^ 1) + ((y << 1) & 2)) + (((((((((((((((((((((((y + 127) | ((y | (- x)) & 4)) << 1) | (- 140)) - ((((y + (- 1)) | ((- x) & 4)) | 186) ^ ((y & 4) | (- 128)))) + (y | (- 5))) + (x ^ 78)) + (- 78)) + ((- y) & 186)) + ((- y) & (- 187))) - (y + ((- y) & 186))) + ((y & 68) ^ 63)) + 124) + (((- x) | 148) & (~ (x | (- 79))))) + (x | (- 79))) + (((- x) | 148) | (x | (- 79)))) - (((- x) | 148) ^ (x | (- 79)))) + (((- y) & (- 187)) ^ ((- x) & 148))) + ((- y) & (- 187))) + (((- y) & (- 187)) & ((- x) & 148))) + (x & 78)) + ((- y) ^ (- 187))) + 64))) + (x & ((((y | ((((- x) | 16) & ((- y) ^ 113)) & (~ (x ^ (- y))))) | (- 124)) + ((((- y) ^ (- 15)) & (y | (- 124))) & (((- x) | (- 108)) & (~ (x ^ (- y)))))) + ((((((((((((((((((- x) | (- 108)) & (~ (x ^ (- y)))) | ((- y) ^ (- 15))) + (((x | 176) & (- y)) | (- 187))) + (((x | (- 191)) & (- y)) & (- 187))) + (x ^ (- y))) + (((- x) | (- 108)) | (x ^ (- y)))) - (((- x) | (- 108)) ^ (x ^ (- y)))) + (((- y) & (- 15)) | 123)) + ((- y) & 113)) + ((x & (- y)) | 64)) + ((x & (- y)) & 64)) + (x & ((- y) & (- 15)))) + 124) + ((- x) & (- 108))) + (y & 123)) + (y ^ 123))))) | (x & (((((((- y) & (- 23)) | (((- x) | (- y)) & (- 102))) | x) | y) + (((x | ((- y) & (- 120))) | y) & (((- x) | (- y)) & (- 102)))) + (((((((((((((((((- y) & 64) + (- 2)) + ((((- y) & (- 23)) ^ ((- y) | (- 65))) ^ (- 65))) + 1) - ((- x) ^ (- y))) + (((- x) | (- y)) & 61)) + (- 62)) + (((- x) | (- y)) | (- 62))) + ((((- x) | (- y)) ^ 61) + 1)) + ((x | y) & ((- y) & (- 23)))) + (((- x) | (- y)) ^ (- 102))) + (((- x) | (- y)) | 101)) + (- 36)) + ((- y) ^ (- 23))) + 123) + (x & y))))) + (x & (- y))), Size: 474, OrigSize: 474, VarNum: 2, IsPoly: false, AlterOrig: 40, AlterDeob: 50, RuleNumber: 193, RuleCount: 41724, LinearReduce: 0, SynthReduce: 0, RuleReduce: 474, Time: 61.000000
Name: target_395, Result: (x ^ y), Size: 3, OrigSize: 35, VarNum: 2, IsPoly: false, AlterOrig: 10, AlterDeob: 0, RuleNumber: 193, RuleCount: 9, LinearReduce: 0, SynthReduce: 0, RuleReduce: 35, Time: 0.000000
Name: target_396, Result: ((((y ^ ((((((- y) | 91) ^ (- 79)) + ((((- y) | 91) ^ 78) & (x | (- 140)))) + ((((y + (- 1)) & (- 92)) ^ (- 79)) & (x | (- 140)))) + ((((((((((((((((x | 2147483440) ^ ((- y) | 17)) << 1) | 157) + (((y | ((- y) & 67)) << 1) | 56)) - ((y | 28) ^ ((- y) & 91))) + ((x ^ 139) + 1)) + (((- y) | 91) | (~ (x | (- 140))))) + 1) + ((x | (- 140)) & ((- y) | 91))) + ((y ^ (- 29)) | (x | (- 140)))) + ((y ^ (- 29)) & (x | (- 140)))) + ((y & (- 29)) & (~ ((- y) & 91)))) + ((y & (- 29)) | ((- y) & 91))) - ((y & (- 29)) ^ ((- y) & 91))) + (- 28)))) + (y & (((((y & (- 140)) | ((- y) & 1)) ^ (- y)) ^ 49) + ((((((((((((((((- y) & 33) | ((y | 36) & (~ x))) | (- 40)) + (((((- y) & 33) | (- 40)) & (~ x)) & (y | (- 140)))) + ((((- y) & 16) | (((- y) ^ 48) & (y & (- 140)))) << 1)) - (((- y) & 16) ^ (((- y) ^ 48) & (y & (- 140))))) + x) + ((y | (- 140)) | x)) - ((y | (- 140)) ^ x)) + (((- y) ^ (- 50)) | (y & (- 140)))) + ((- y) ^ 49)) + 1) + (((- y) & 49) ^ 131)) + (((- y) & 49) | (- 132))) + 132)))) | (y & ((((((y & 80) | (((- y) & 2147483460) ^ (x & 2147483508))) << 1) | 22) - (((x & (- 140)) ^ ((y & 80) | 11)) ^ ((- y) & (- 188)))) + (((((((((((((((((y * (- 2)) & (- 376)) | 2) + ((y + (- 1)) | 187)) + (- 2)) - (((((y & 144) ^ 144) | (- y)) | (- 188)) ^ (y | 127))) + ((y ^ (- 48)) + 1)) + ((y | 47) ^ ((- y) | (- 188)))) + (y | 47)) + ((y | 47) & ((- y) | (- 188)))) + ((x | (- 140)) & (- 191))) + 190) + (x | (- 2))) + (((x | (- 140)) ^ (- 191)) + 1)) + (x | (~ ((- y) & (- 188))))) + (x & ((- y) & (- 188)))) + 1)))) + (y & x)), Size: 435, OrigSize: 435, VarNum: 2, IsPoly: false, AlterOrig: 28, AlterDeob: 36, RuleNumber: 193, RuleCount: 11284, LinearReduce: 0, SynthReduce: 0, RuleReduce: 435, Time: 70.000000
Name: target_397, Result: (x ^ y), Size: 3, OrigSize: 19, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 0, RuleNumber: 193, RuleCount: 9, LinearReduce: 0, SynthReduce: 0, RuleReduce: 19, Time: 1.000000
Name: target_398, Result: (((((x | (((((- 66) & (y | (- y))) ^ (- 16)) + ((- 160) & ((- y) ^ y))) + (((((((((65 & (y | (- y))) ^ 19) | ((- y) & y)) + ((- y) & (y & 82))) + ((y << 1) | (- 4))) + 1) + (x | (- x))) + ((- x) & x)) - y))) + (x | (((((18 & x) | (((- 254) & x) ^ 78)) << 1) + (((((- 254) & x) ^ ((18 & x) | 64)) ^ (- 79)) + 1)) + (((((((105 & x) | (- x)) + (y | (- y))) << 1) + (((((- 124) & x) ^ (- 129)) + (- 1)) + ((x << 1) | (- 14)))) - ((((105 & x) ^ (- x)) + (y ^ (- y))) + y)) + (((- 254) & x) ^ 2))))) | (- (x ^ (- y)))) + (((x | (- y)) << 1) | (- (x ^ (- y))))) - (((x | (- y)) << 1) ^ (- (x ^ (((((128 & (y * 254)) | (- 140)) - (64 & (- y))) + 238) + ((((((((((y * 254) | (- 132)) ^ ((- 256) - (65 & (- y)))) ^ (- 4)) + (1016 & ((((y * 254) | (- 132)) ^ ((- 256) - ((- y) & 65))) << 1))) + ((((- 256) - ((- y) & 65)) & ((y * 254) | (- 132))) << 1)) + ((- y) ^ 65)) + 232) + ((((1 & y) ^ 1) | ((y << 1) | (- 4))) << 1)) - (((1 & y) ^ 1) | ((y << 1) | (- 4))))))))), Size: 280, OrigSize: 282, VarNum: 2, IsPoly: false, AlterOrig: 16, AlterDeob: 28, RuleNumber: 193, RuleCount: 11960, LinearReduce: 0, SynthReduce: 0, RuleReduce: 282, Time: 67.000000
Name: target_399, Result: ((((((((((((((((291 + ((y | x) | (- 2))) + ((((y | x) << 1) | (- 260)) | (- ((y | x) | (- 130))))) + ((y | x) | (- (y | x)))) + ((((y | x) << 1) | (- 260)) | (- ((y | x) | (- 130))))) + (- ((((y | x) | (- 130)) & 167) + ((((y | x) << 1) | (- 260)) ^ (- ((y | x) | (- 130))))))) + ((y | x) & (- (y | x)))) + ((y | x) ^ 129)) + (- (((y | x) | (- 130)) & 161))) + (((y | x) & 1) | (~ ((~ ((y | x) | (- 130))) | 160)))) + ((~ ((y | x) | (- 130))) | 160)) + (((y | x) & 1) | (- 138))) + ((~ ((y | x) | (- 130))) | 160)) + ((y | x) | (- 130))) + (((y | x) | (- 130)) & (- 12))) + (((y | x) | (- 130)) & 160)) + ((y | x) | (- 2))), Size: 182, OrigSize: 189, VarNum: 2, IsPoly: false, AlterOrig: 22, AlterDeob: 39, RuleNumber: 193, RuleCount: 2660, LinearReduce: 7, SynthReduce: 0, RuleReduce: 182, Time: 61.000000
Name: target_4, Result: ((((((((((((2 + ((- 1) * (x | y))) + (((y | x) << 1) | (- 4))) + (- (((y | x) | (- 2)) ^ (y & 1)))) + (((y ^ 1) & (y | (- 2))) & ((y | x) | (- 2)))) + (((~ (y | x)) << 1) | 2)) + (((x & (~ y)) << 1) | 2)) + ((x | y) | (- (y | x)))) + ((x | y) & (- (y | x)))) + (y ^ 1)) + (((x & (~ y)) ^ (- 2)) | (y | x))) + ((y | x) | 1)) + ((y | x) & (- 2))), Size: 110, OrigSize: 111, VarNum: 2, IsPoly: false, AlterOrig: 12, AlterDeob: 20, RuleNumber: 193, RuleCount: 3564, LinearReduce: 1, SynthReduce: 0, RuleReduce: 110, Time: 72.000000
Name: target_40, Result: (x ^ y), Size: 3, OrigSize: 3, VarNum: 2, IsPoly: true, AlterOrig: 0, AlterDeob: 0, RuleNumber: 193, RuleCount: 6, LinearReduce: 0, SynthReduce: 0, RuleReduce: 3, Time: 1.000000
Name: target_400, Result: (y ^ x), Size: 3, OrigSize: 28, VarNum: 2, IsPoly: false, AlterOrig: 8, AlterDeob: 0, RuleNumber: 193, RuleCount: 10, LinearReduce: 0, SynthReduce: 0, RuleReduce: 28, Time: 14.000000
Name: target_401, Result: (((y | x) + ((- (x | y)) ^ (x | y))) + (- ((x | y) ^ (- (x | y))))), Size: 22, OrigSize: 50, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 5, RuleNumber: 193, RuleCount: 472, LinearReduce: 8, SynthReduce: 20, RuleReduce: 22, Time: 69.000000
Name: target_402, Result: (((((((((((((50 + ((- 1) * (x | y))) + (((x | y) & 126) ^ (- 13))) + ((((x | y) << 1) & 184) | (- 254))) + (- ((((x | y) & 126) ^ (((x | y) & 84) | 34)) + ((x | y) & 118)))) + (((x | y) << 1) | 254)) + (((x | y) & 35) ^ (- 2))) + (((x | y) & 114) ^ (- 159))) + (((x | y) & 114) | 158)) + ((x | y) & 96)) + (((x | y) & 114) | 1)) + ((x | y) & 34)) + (((x | y) & 35) | 1)) + ((x | y) | (- 2))), Size: 118, OrigSize: 127, VarNum: 2, IsPoly: false, AlterOrig: 11, AlterDeob: 17, RuleNumber: 193, RuleCount: 2800, LinearReduce: 9, SynthReduce: 0, RuleReduce: 118, Time: 63.000000
Name: target_403, Result: ((((y & x) | 1) + (y & x)) + (((y & x) ^ (- 2)) + (((y & x) & 1) ^ 1))), Size: 24, OrigSize: 24, VarNum: 2, IsPoly: true, AlterOrig: 0, AlterDeob: 1, RuleNumber: 193, RuleCount: 462, LinearReduce: 0, SynthReduce: 0, RuleReduce: 24, Time: 62.000000
Name: target_404, Result: (((1 + ((x | y) & (- 48))) + ((x | y) | 47)) + ((x | y) ^ (- 48))), Size: 21, OrigSize: 26, VarNum: 2, IsPoly: true, AlterOrig: 1, AlterDeob: 4, RuleNumber: 193, RuleCount: 247, LinearReduce: 5, SynthReduce: 0, RuleReduce: 21, Time: 70.000000
Name: target_405, Result: (((((x | (((((((y & 138) ^ 2) | ((x & 106) ^ (- 188))) ^ 182) + ((((y & 138) ^ 2) | ((x & 106) ^ (- 188))) & 166)) + (((y & 130) ^ 2) | ((x & 34) | 4))) + (((((((((((((y | (- 118)) ^ (x & 64)) + ((y & 2) | (- y))) + ((y & 2) & (- y))) + ((y & (x & 64)) | (- x))) + ((y & (x & 64)) & (- x))) + (((y & (- 246)) ^ 6) & ((x & 106) ^ (- 188)))) + ((x | 106) ^ (y & 2))) + 12) + (x & 64)) + (y & (x & 64))) - y) + ((y & 2) << 1)))) + (x | ((((x | 80) & ((y | (- y)) | (- 10))) - x) + ((((((x | ((y | (- y)) | (- 10))) + (((y | (- y)) & (- 192)) | 4)) + ((y | (- y)) & 182)) - ((y << 1) + ((~ y) & (- y)))) + ((x & 80) | (- 92))) + 18)))) ^ (- (x ^ (- y)))) + (((x | (- y)) << 1) & (- (x ^ (- y))))) + (((x | (- y)) << 1) & (- (x ^ (((((- y) & (- 192)) | 1) + ((((- y) << 1) & (- 512)) ^ (- 144))) + (((((((((((- y) | (- 65)) + 133) + (((y * (- 2)) & (- 384)) ^ 134)) + 113) - ((((- y) & 64) | 174) ^ ((- y) & 4))) + 12) + ((((y * 510) | (- 376)) | (- ((- y) | (- 188)))) << 1)) - (((y * 510) | (- 376)) ^ (- ((- y) | (- 188))))) + (((- y) & 64) | 4)) + (((- y) & 64) | 174))))))), Size: 314, OrigSize: 314, VarNum: 2, IsPoly: false, AlterOrig: 29, AlterDeob: 37, RuleNumber: 193, RuleCount: 11232, LinearReduce: 0, SynthReduce: 0, RuleReduce: 314, Time: 69.000000
Name: target_406, Result: (x ^ y), Size: 3, OrigSize: 3, VarNum: 2, IsPoly: true, AlterOrig: 0, AlterDeob: 0, RuleNumber: 193, RuleCount: 6, LinearReduce: 0, SynthReduce: 0, RuleReduce: 3, Time: 0.000000
Name: target_407, Result: (x | y), Size: 3, OrigSize: 14, VarNum: 2, IsPoly: false, AlterOrig: 1, AlterDeob: 0, RuleNumber: 193, RuleCount: 12, LinearReduce: 2, SynthReduce: 0, RuleReduce: 12, Time: 0.000000
Name: target_408, Result: (x ^ y), Size: 3, OrigSize: 19, VarNum: 2, IsPoly: false, AlterOrig: 5, AlterDeob: 0, RuleNumber: 193, RuleCount: 9, LinearReduce: 0, SynthReduce: 0, RuleReduce: 19, Time: 0.000000
Name: target_409, Result: (((((((((80 + (((((y & x) & 2147483392) ^ ((y & x) | 1)) << 1) | 145)) + ((y & x) ^ (- 2))) + (((y & x) & (- 184)) | 1)) + (((y & x) | (- 183)) & 29)) + ((y & x) | (- 21))) + (((y & x) | (- 183)) ^ 28)) + ((y & x) & 8)) + (((y & x) & 182) ^ (- 73))) + (((y & x) & (- 184)) | 30)), Size: 82, OrigSize: 97, VarNum: 2, IsPoly: false, AlterOrig: 8, AlterDeob: 15, RuleNumber: 193, RuleCount: 3640, LinearReduce: 15, SynthReduce: 0, RuleReduce: 82, Time: 74.000000
Name: target_41, Result: (((((((((((((147 + ((((y & x) << 1) & 2) ^ (- 86))) + (- ((((y & x) | (- 2)) ^ (((y & x) & 1) ^ 1)) + (((y & x) | (- 2)) ^ ((y & x) & 1))))) + ((y & x) & 1)) + ((((y & x) | (- 2)) ^ ((y & x) & 1)) & (- 101))) + ((y & x) ^ (- 2))) + (((y & x) & 1) | 42)) + (((y & x) | (- 2)) << 1)) + (((y & x) & 1) ^ 1)) + (- ((y & x) & 1))) + ((y & x) | 1)) + ((((y & x) | (- 2)) ^ ((y & x) & 1)) & 1)) + (((y & x) | (- 2)) | (((y & x) & 1) ^ 1))) + ((y & x) | 1)), Size: 144, OrigSize: 165, VarNum: 2, IsPoly: false, AlterOrig: 7, AlterDeob: 19, RuleNumber: 193, RuleCount: 4052, LinearReduce: 21, SynthReduce: 0, RuleReduce: 144, Time: 72.000000
Name: target_410, Result: (x & y), Size: 3, OrigSize: 29, VarNum: 2, IsPoly: false, AlterOrig: 3, AlterDeob: 0, RuleNumber: 193, RuleCount: 76, LinearReduce: 11, SynthReduce: 15, RuleReduce: 3, Time: 44.000000
