Name: target_10, Result: ((((((((((((- 11) * y) * (x & (~ y))) + (y * x)) - ((10 * y) * (~ (x | y)))) - ((10 * y) * (~ (x | (~ y))))) + ((11 * x) * (x & (~ y)))) - (x * x)) + ((10 * x) * (~ (x | y)))) + ((10 * x) * (~ (x | (~ y))))) + ((11 * y) * (~ (x & y)))) - ((11 * x) * (~ (x & y)))), Size: 82, OrigSize: 82, VarNum: 2, IsPoly: true, AlterOrig: 8, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 82, Time: 62.000000
Name: target_1123, Result: (((((((((68 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x & y)) + ((44 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (x & (~ y)))) - ((24 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (~ (x & (~ x))))) - ((28 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (~ (x & (~ y))))) + ((50 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (~ (x | y)))) + ((46 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * (~ (x | (~ y))))) - ((22 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * x)) + ((4 * ((((x & y) ^ (y | z)) & (~ t)) | (((y & (~ z)) ^ ((~ x) | (y ^ z))) & t))) * y)), Size: 251, OrigSize: 251, VarNum: 4, IsPoly: true, AlterOrig: 6, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 251, Time: 63.000000
Name: target_1124, Result: (((((((((((((6 * ((((x & y) | (~ (x ^ (y ^ z)))) & (~ t)) | (z & t))) * (x & y)) - ((9 * ((((x & y) | (~ (x ^ (y ^ z)))) & (~ t)) | (z & t))) * (x & (~ y)))) - ((9 * ((((x & y) | (~ (x ^ (y ^ z)))) & (~ t)) | (z & t))) * (~ (x | y)))) + ((6 * ((((x & y) | (~ (x ^ (y ^ z)))) & (~ t)) | (z & t))) * (~ (x | (~ y))))) - ((38 * (x & ((~ y) & (z & t)))) * (x & y))) + ((57 * (x & ((~ y) & (z & t)))) * (x & (~ y)))) + ((57 * (x & ((~ y) & (z & t)))) * (~ (x | y)))) - ((38 * (x & ((~ y) & (z & t)))) * (~ (x | (~ y))))) - ((3 * ((((x & y) | (~ (x ^ (y ^ z)))) & (~ t)) | (z & t))) * (~ (x & (~ x))))) + ((15 * ((((x & y) | (~ (x ^ (y ^ z)))) & (~ t)) | (z & t))) * (~ y))) + ((19 * (x & ((~ y) & (z & t)))) * (~ (x & (~ x))))) - ((95 * (x & ((~ y) & (z & t)))) * (~ y))), Size: 243, OrigSize: 243, VarNum: 4, IsPoly: true, AlterOrig: 12, AlterDeob: 12, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 243, Time: 61.000000
Name: target_1125, Result: ((((((((36 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (x & y)) + ((36 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (x & (~ y)))) - ((44 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (x | (~ y)))) + ((26 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (~ (x | y)))) - ((18 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (~ (x | (~ y))))) + ((10 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (~ x))) + ((6 * ((((x & z) ^ (y | z)) & (~ t)) | ((x & (~ y)) & t))) * (~ (x & (~ x))))), Size: 173, OrigSize: 173, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 173, Time: 61.000000
Name: target_1126, Result: ((((((((- 36) * (~ (x | (y | ((~ z) | t))))) * (x & y)) + ((24 * (~ (x | (y | ((~ z) | t))))) * (x & (~ y)))) + ((39 * (~ (x | (y | ((~ z) | t))))) * y)) + ((24 * (~ (x | (y | ((~ z) | t))))) * (~ (x | y)))) - ((15 * (~ (x | (y | ((~ z) | t))))) * (~ (x | (~ y))))) - ((21 * (~ (x | (y | ((~ z) | t))))) * (~ (x & y)))), Size: 99, OrigSize: 99, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 99, Time: 63.000000
Name: target_1127, Result: (((((((14 * (((x | ((~ y) | z)) & (~ t)) | (((x ^ y) | (x ^ z)) & t))) * (x ^ y)) + ((28 * (((x | ((~ y) | z)) & (~ t)) | (((x ^ y) | (x ^ z)) & t))) * y)) + ((28 * (((x | ((~ y) | z)) & (~ t)) | (((x ^ y) | (x ^ z)) & t))) * (~ (x | y)))) - ((35 * (((x | ((~ y) | z)) & (~ t)) | (((x ^ y) | (x ^ z)) & t))) * (~ (x | (~ y))))) - ((7 * (((x | ((~ y) | z)) & (~ t)) | (((x ^ y) | (x ^ z)) & t))) * (x & (~ y)))) - ((21 * (((x | ((~ y) | z)) & (~ t)) | (((x ^ y) | (x ^ z)) & t))) * (~ (x ^ y)))), Size: 158, OrigSize: 158, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 5, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 158, Time: 61.000000
Name: target_1128, Result: (((((((((((((((- 60) * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x & y)) - ((60 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x & (~ y)))) + ((48 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x & (~ x))))) - ((54 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x | y)))) - ((54 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x | (~ y))))) + ((36 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * (x & y))) + ((24 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * (x & (~ y)))) - ((24 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * (~ (x & (~ x))))) - ((12 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * (~ (x & (~ y))))) + ((30 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * (~ (x | y)))) + ((30 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * (~ (x | (~ y))))) + ((6 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * x)) - ((6 * ((((~ (x | y)) | (y ^ z)) & (~ t)) | ((z ^ ((~ x) | ((~ y) | z))) & t))) * x)), Size: 328, OrigSize: 328, VarNum: 4, IsPoly: true, AlterOrig: 11, AlterDeob: 12, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 328, Time: 63.000000
Name: target_1129, Result: ((((((((((((((((- 42) * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * (x & y)) - ((24 * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * (x & (~ y)))) + ((36 * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * y)) - ((24 * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * (~ (x | y)))) - ((30 * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * (~ (x | (~ y))))) + ((30 * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * (~ y))) + ((27 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * (x & y))) - ((8 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * (x & (~ y)))) - ((28 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * y)) - ((8 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * (~ (x | y)))) + ((25 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * (~ (x | (~ y))))) + ((5 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * (~ y))) - ((12 * (((z | (~ (x ^ y))) & (~ t)) | ((z ^ ((~ x) | (y | z))) & t))) * (~ (x & y)))) + ((2 * (((y & z) & (~ t)) | ((y ^ (x | ((~ y) & z))) & t))) * (~ (x & y)))), Size: 361, OrigSize: 361, VarNum: 4, IsPoly: true, AlterOrig: 12, AlterDeob: 13, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 361, Time: 61.000000
Name: target_113, Result: ((((((((40 * (~ (x | y))) * (x & y)) + ((40 * (~ (x | y))) * (x & (~ y)))) + ((16 * (~ (x | y))) * y)) + ((56 * (~ (x | y))) * (~ (x | y)))) + ((24 * (~ (x | y))) * (~ (x | (~ y))))) - ((48 * (~ (x | y))) * (- 1))) - ((16 * (~ (x | y))) * (~ (x ^ y)))), Size: 78, OrigSize: 81, VarNum: 2, IsPoly: true, AlterOrig: 6, AlterDeob: 5, RuleNumber: 26, RuleCount: 0, LinearReduce: 3, SynthReduce: 0, RuleReduce: 78, Time: 61.000000
Name: target_1130, Result: ((((((((60 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * (x & y)) + ((75 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * (x & (~ y)))) - ((40 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * x)) + ((20 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * (~ (x | y)))) + ((20 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * (~ (x | (~ y))))) - ((15 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * (~ y))) - ((15 * (((y ^ (~ (x & (~ z)))) & (~ t)) | ((z | (~ (x ^ y))) & t))) * (x | y))), Size: 182, OrigSize: 182, VarNum: 4, IsPoly: true, AlterOrig: 6, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 182, Time: 63.000000
Name: target_1131, Result: (((((((56 * ((((~ (x | y)) | (~ (y ^ z))) & (~ t)) | (((x | y) & (~ (y ^ z))) & t))) * (x & y)) - ((8 * ((((~ (x | y)) | (~ (y ^ z))) & (~ t)) | (((x | y) & (~ (y ^ z))) & t))) * (x | y))) - ((8 * ((((~ (x | y)) | (~ (y ^ z))) & (~ t)) | (((x | y) & (~ (y ^ z))) & t))) * (~ (x | y)))) + ((56 * ((((~ (x | y)) | (~ (y ^ z))) & (~ t)) | (((x | y) & (~ (y ^ z))) & t))) * (~ (x | (~ y))))) - ((44 * ((((~ (x | y)) | (~ (y ^ z))) & (~ t)) | (((x | y) & (~ (y ^ z))) & t))) * y)) + ((12 * ((((~ (x | y)) | (~ (y ^ z))) & (~ t)) | (((x | y) & (~ (y ^ z))) & t))) * (~ y))), Size: 179, OrigSize: 179, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 5, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 179, Time: 61.000000
Name: target_1132, Result: (((((((((((((((18 * (x & (y & ((~ z) & t)))) * (x & y)) - ((27 * (x & (y & ((~ z) & t)))) * (x & (~ y)))) - ((72 * (x & (y & ((~ z) & t)))) * y)) + ((36 * (x & (y & ((~ z) & t)))) * (~ (x ^ y)))) - ((36 * (x & (y & ((~ z) & t)))) * (~ (x | y)))) + ((45 * (x & (y & ((~ z) & t)))) * (~ (x | (~ y))))) + ((28 * (~ ((~ x) | (y | (z | t))))) * (x & y))) + ((35 * (~ ((~ x) | (y | (z | t))))) * (x & (~ y)))) + ((14 * (~ ((~ x) | (y | (z | t))))) * (~ (x | y)))) + ((35 * (~ ((~ x) | (y | (z | t))))) * (~ (x | (~ y))))) + ((27 * (x & (y & ((~ z) & t)))) * (x | y))) + ((9 * (x & (y & ((~ z) & t)))) * (~ (x & y)))) - ((21 * (~ ((~ x) | (y | (z | t))))) * (x | y))) - ((7 * (~ ((~ x) | (y | (z | t))))) * (~ (x & y)))), Size: 224, OrigSize: 224, VarNum: 4, IsPoly: true, AlterOrig: 13, AlterDeob: 13, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 224, Time: 63.000000
Name: target_1133, Result: ((((((((((- 10) * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (x & y)) + ((2 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (x & (~ y)))) + ((20 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (x | y))) - ((4 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (~ (x | y)))) - ((36 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (~ (x | (~ y))))) + ((14 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (~ x))) - ((12 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * x)) - ((12 * (((z | (~ (x | y))) & (~ t)) | (((x & y) ^ (y | (~ z))) & t))) * (~ y))), Size: 216, OrigSize: 216, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 216, Time: 61.000000
Name: target_1134, Result: (((((((((((((((50 * (~ ((~ x) | (y | (z | t))))) * (x & y)) - ((110 * (~ ((~ x) | (y | (z | t))))) * (x & (~ y)))) - ((40 * (~ ((~ x) | (y | (z | t))))) * y)) - ((120 * (~ ((~ x) | (y | (z | t))))) * (~ (x | y)))) + ((60 * (~ ((~ x) | (y | (z | t))))) * (~ (x | (~ y))))) + ((130 * (~ ((~ x) | (y | (z | t))))) * (~ y))) + ((90 * (x & (y & (z & t)))) * (x & y))) - ((198 * (x & (y & (z & t)))) * (x & (~ y)))) - ((72 * (x & (y & (z & t)))) * y)) - ((216 * (x & (y & (z & t)))) * (~ (x | y)))) + ((108 * (x & (y & (z & t)))) * (~ (x | (~ y))))) + ((234 * (x & (y & (z & t)))) * (~ y))) - ((10 * (~ ((~ x) | (y | (z | t))))) * (x ^ y))) - ((18 * (x & (y & (z & t)))) * (x ^ y))), Size: 211, OrigSize: 211, VarNum: 4, IsPoly: true, AlterOrig: 12, AlterDeob: 12, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 211, Time: 64.000000
Name: target_1135, Result: (((((((((28 * (((y & (~ z)) & (~ t)) | ((~ ((~ x) | (y | z))) & t))) * (x & (~ y))) + ((28 * (((y & (~ z)) & (~ t)) | ((~ ((~ x) | (y | z))) & t))) * (~ (x | y)))) - ((35 * (((y & (~ z)) & (~ t)) | ((~ ((~ x) | (y | z))) & t))) * (~ y))) - ((104 * ((~ x) & (y & ((~ z) & t)))) * (x & (~ y)))) - ((104 * ((~ x) & (y & ((~ z) & t)))) * (~ (x | y)))) + ((130 * ((~ x) & (y & ((~ z) & t)))) * (~ y))) - ((7 * (((y & (~ z)) & (~ t)) | ((~ ((~ x) | (y | z))) & t))) * y)) + ((26 * ((~ x) & (y & ((~ z) & t)))) * y)), Size: 157, OrigSize: 157, VarNum: 4, IsPoly: true, AlterOrig: 6, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 157, Time: 63.000000
Name: target_1136, Result: (((((((((((((((22 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x & y)) + ((286 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (x & (~ y)))) + ((286 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x | y)))) + ((154 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x | (~ y))))) - ((85 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (x & y))) - ((165 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (x & (~ y)))) + ((110 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (x | y))) - ((20 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (~ (x ^ y)))) - ((35 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (~ (x | y)))) - ((135 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (~ (x | (~ y))))) - ((132 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ (x & y)))) - ((132 * (~ ((~ x) | ((~ y) | ((~ z) | t))))) * (~ y))) + ((30 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (~ (x & y)))) + ((30 * (((~ ((~ x) & ((~ y) & z))) & (~ t)) | ((y ^ ((~ x) & (y ^ z))) & t))) * (~ y))), Size: 348, OrigSize: 348, VarNum: 4, IsPoly: true, AlterOrig: 14, AlterDeob: 14, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 348, Time: 61.000000
Name: target_1137, Result: (((((((((- 36) * (x & (y & (z & t)))) * (x & y)) - ((48 * (x & (y & (z & t)))) * (x & (~ y)))) + ((48 * (x & (y & (z & t)))) * (~ (x ^ y)))) - ((36 * (x & (y & (z & t)))) * (~ (x | y)))) - ((48 * (x & (y & (z & t)))) * (~ (x | (~ y))))) + ((60 * (x & (y & (z & t)))) * (x ^ y))) - ((24 * (x & (y & (z & t)))) * (~ (x & (~ x))))), Size: 105, OrigSize: 105, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 105, Time: 63.000000
Name: target_1138, Result: (((((((((44 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (x & y)) + ((121 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (x & (~ y)))) - ((44 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (~ (x ^ y)))) + ((231 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (~ (x | y)))) + ((66 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (~ (x | (~ y))))) - ((121 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (~ y))) + ((11 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * x)) - ((55 * (((~ ((~ x) | ((~ y) & z))) & (~ t)) | ((x ^ (y | z)) & t))) * (~ x))), Size: 208, OrigSize: 208, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 7, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 208, Time: 61.000000
Name: target_1139, Result: (((((((((- 108) * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (x & y)) - ((108 * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (x & (~ y)))) + ((42 * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (x | y))) + ((63 * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (x | (~ y)))) - ((63 * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (~ (x | y)))) - ((42 * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (~ (x | (~ y))))) - ((3 * (((z ^ (~ (x | y))) & (~ t)) | (((x & z) ^ (~ (x ^ (y & z)))) & t))) * (~ x))), Size: 207, OrigSize: 207, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 207, Time: 64.000000
Name: target_114, Result: (((((((4 * (~ y)) * (x & y)) + ((~ y) * (x & (~ y)))) - ((4 * (~ y)) * x)) - ((3 * (~ y)) * (~ (x | y)))) - ((~ y) * y)) + ((2 * (~ y)) * (~ y))), Size: 46, OrigSize: 46, VarNum: 2, IsPoly: true, AlterOrig: 3, AlterDeob: 3, RuleNumber: 26, RuleCount: 13, LinearReduce: 0, SynthReduce: 0, RuleReduce: 46, Time: 61.000000
Name: target_1140, Result: (((((((((((((((88 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (x & y)) + ((11 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (x & (~ y)))) - ((77 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (x | y))) + ((66 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (~ (x & y)))) - ((66 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (~ (x | y)))) + ((22 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (~ (x | (~ y))))) - ((48 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (x & y))) - ((6 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (x & (~ y)))) + ((42 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (x | y))) - ((36 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (~ (x & y)))) + ((36 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (~ (x | y)))) - ((12 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (~ (x | (~ y))))) + ((11 * (((z ^ (x & y)) & (~ t)) | ((z ^ (~ ((~ x) | ((~ y) & z)))) & t))) * (~ y))) - ((6 * (((z | (x ^ y)) & (~ t)) | ((x & (~ z)) & t))) * (~ y))), Size: 357, OrigSize: 357, VarNum: 4, IsPoly: true, AlterOrig: 14, AlterDeob: 14, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 357, Time: 61.000000
Name: target_1141, Result: ((((((((((- 161) * (x & ((~ y) & ((~ z) & t)))) * (x & y)) + ((23 * (x & ((~ y) & ((~ z) & t)))) * (x & (~ y)))) - ((23 * (x & ((~ y) & ((~ z) & t)))) * (~ (x | y)))) - ((23 * (x & ((~ y) & ((~ z) & t)))) * (~ (x | (~ y))))) - ((115 * (x & ((~ y) & ((~ z) & t)))) * (~ x))) - ((23 * (x & ((~ y) & ((~ z) & t)))) * (~ y))) + ((23 * (x & ((~ y) & ((~ z) & t)))) * (x | (~ y)))) + ((161 * (x & ((~ y) & ((~ z) & t)))) * (~ (x & (~ y))))), Size: 133, OrigSize: 133, VarNum: 4, IsPoly: true, AlterOrig: 8, AlterDeob: 9, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 133, Time: 63.000000
Name: target_1142, Result: (((((((((- 18) * ((~ x) & ((~ y) & ((~ z) & t)))) * (x & y)) - ((84 * ((~ x) & ((~ y) & ((~ z) & t)))) * (x & (~ y)))) + ((132 * ((~ x) & ((~ y) & ((~ z) & t)))) * (x ^ y))) + ((6 * ((~ x) & ((~ y) & ((~ z) & t)))) * (~ (x | y)))) - ((192 * ((~ x) & ((~ y) & ((~ z) & t)))) * (~ (x | (~ y))))) - ((42 * ((~ x) & ((~ y) & ((~ z) & t)))) * x)) + ((66 * ((~ x) & ((~ y) & ((~ z) & t)))) * y)), Size: 119, OrigSize: 119, VarNum: 4, IsPoly: true, AlterOrig: 5, AlterDeob: 6, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 119, Time: 61.000000
Name: target_1143, Result: (((((((((- 15) * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (x & y)) - ((30 * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (x & (~ y)))) + ((14 * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (x | y))) + ((15 * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (~ (x & y)))) - ((20 * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (~ (x | y)))) - ((34 * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (~ (x | (~ y))))) + ((4 * (((z ^ (x | ((~ y) | z))) & (~ t)) | ((~ ((~ x) | ((~ y) | z))) & t))) * (~ x))), Size: 207, OrigSize: 207, VarNum: 4, IsPoly: true, AlterOrig: 7, AlterDeob: 8, RuleNumber: 26, RuleCount: 0, LinearReduce: 0, SynthReduce: 0, RuleReduce: 207, Time: 63.000000
