Name: target_0, Result: (x | y), Size: 3, OrigSize: 1350, VarNum: 2, IsPoly: false, AlterOrig: 55, AlterDeob: 0, RuleNumber: 977, RuleCount: 18, LinearReduce: 0, SynthReduce: 1311, RuleReduce: 39, Time: 2.000000
Name: target_193, Result: (y + x), Size: 3, OrigSize: 3521, VarNum: 2, IsPoly: false, AlterOrig: 126, AlterDeob: 0, RuleNumber: 977, RuleCount: 2087, LinearReduce: 0, SynthReduce: 2551, RuleReduce: 970, Time: 18.000000
Name: target_194, Result: (x | y), Size: 3, OrigSize: 728, VarNum: 2, IsPoly: false, AlterOrig: 162, AlterDeob: 0, RuleNumber: 977, RuleCount: 1180, LinearReduce: 0, SynthReduce: 511, RuleReduce: 217, Time: 26.000000
Name: target_195, Result: (~ (- (y + (((- (((~ (- (((- (~ x)) & (~ x)) & x))) | (~ x)) ^ x)) - (~ 0)) - 1)))), Size: 25, OrigSize: 1139, VarNum: 2, IsPoly: false, AlterOrig: 112, AlterDeob: 7, RuleNumber: 977, RuleCount: 6162, LinearReduce: 733, SynthReduce: 16, RuleReduce: 390, Time: 66.000000
Name: target_196, Result: (~ (- ((((~ (x | (- ((~ (- ((((~ ((2 * x) | y)) | (~ (2 * x))) - y) + x))) - (((((~ ((~ ((((((2 * x) ^ (y & (~ (- (2 * x))))) | y) & (((((2 * x) | y) & (((~ ((2 * x) | y)) ^ ((2 * x) | y)) | (- (~ ((2 * x) | y))))) | y) | (~ ((2 * x) | y)))) & (2 * x)) - ((- 1) * y))) | y)) | (y & ((2 * x) + y))) - x) ^ (((x + (~ (y + (2 * x)))) + (x + (~ (y + (2 * x))))) & (~ (x + y)))) | (~ (x + y))))))) & (- ((~ (- (~ (x + y)))) - (((((x + (~ (y + (2 * x)))) + (x + (~ (y + (2 * x))))) & (~ (x + y))) ^ (((y & ((2 * x) + y)) | (~ ((~ (((2 * x) & (((((2 * x) | y) & ((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y))))) | y) | (~ ((2 * x) | y)))) - ((((- (((~ ((2 * x) | y)) | (((2 * x) | y) & (~ ((((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & ((2 * x) | y)) | y)))) | (~ (2 * x)))) & (- ((- (((~ ((2 * x) | y)) | (((2 * x) | y) & (~ ((((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & ((2 * x) | y)) | y)))) | (~ (2 * x)))) & (((~ ((2 * x) | y)) | (((2 * x) | y) & (~ ((((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & ((2 * x) | y)) | y)))) | (~ (2 * x)))))) + ((- 1) * y)) + (((~ ((2 * x) | y)) | (((2 * x) | y) & (~ ((((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & ((2 * x) | y)) | y)))) | (~ (2 * x)))))) | y))) - x)) | (~ (x + y)))))) | (x ^ (- ((~ (- (~ (x + y)))) - ((((~ (x + y)) & (~ ((((~ x) - (((~ (2 * x)) - y) & (((y + (2 * x)) & (- (y + (2 * x)))) | (~ (y + (2 * x)))))) | (x + y)) - (((((~ ((2 * x) | y)) | (~ (2 * x))) - y) + x) & ((((~ (2 * x)) - y) + x) | (x + y)))))) ^ (((y & ((2 * x) + y)) | (~ ((~ (((2 * x) & (~ ((((((((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & ((2 * x) | y)) | y) | (~ ((2 * x) | y))) & ((2 * x) | y)) | (2 * x)) - (((((((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & (~ ((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))))) | (((- (~ ((2 * x) | y))) | (((2 * x) | y) ^ (~ ((2 * x) | y)))) & ((2 * x) | y))) | y) | (~ ((2 * x) | y))) & ((2 * x) | y))))) - ((- 1) * y))) | y))) - x)) | (~ (x + y))))))) ^ x))), Size: 655, OrigSize: 1318, VarNum: 2, IsPoly: false, AlterOrig: 127, AlterDeob: 76, RuleNumber: 977, RuleCount: 12080, LinearReduce: 373, SynthReduce: 0, RuleReduce: 945, Time: 68.000000
Name: target_197, Result: (y | x), Size: 3, OrigSize: 789, VarNum: 2, IsPoly: false, AlterOrig: 53, AlterDeob: 0, RuleNumber: 977, RuleCount: 3599, LinearReduce: 0, SynthReduce: 502, RuleReduce: 287, Time: 26.000000
Name: target_198, Result: (x | y), Size: 3, OrigSize: 1489, VarNum: 2, IsPoly: false, AlterOrig: 156, AlterDeob: 0, RuleNumber: 977, RuleCount: 1327, LinearReduce: 0, SynthReduce: 939, RuleReduce: 550, Time: 27.000000
Name: target_199, Result: (~ (- (~ (((~ ((- (((((((~ y) ^ x) - (((~ y) ^ x) - ((~ (- y)) - ((~ x) ^ y)))) & (~ y)) | ((((~ y) ^ x) - (((~ y) ^ x) - ((~ (- y)) - (x ^ (~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & ((x ^ (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) ^ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y)))))) & ((((~ y) ^ x) - (((~ y) ^ x) - ((~ (- ((x & (~ x)) | y))) - (x ^ (~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & ((x ^ (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) ^ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y)))))) | (~ (- (~ (((~ y) ^ x) - (((~ y) ^ x) - ((~ (- ((x & (~ x)) | y))) - (x ^ (~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y)))))))))))) & (y | (~ ((~ (x | (- ((- (y - (~ (- y)))) - (~ 0))))) | x)))) ^ y)) & (y | (~ (((~ y) ^ x) - (((~ y) ^ x) + ((((~ y) ^ x) - ((~ (- y)) - ((~ ((~ ((~ x) | (x & (x | (~ (x | (- (~ x)))))))) | y)) ^ x))) - ((~ y) ^ x)))))))) & (~ (- (((((((~ y) ^ x) - (((~ y) ^ x) - ((~ (- y)) - ((~ x) ^ y)))) & (~ y)) | (~ ((~ (((~ y) ^ x) - (((~ y) ^ x) - ((~ (- y)) - (x ^ ((~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & ((x ^ (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) ^ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y)) & (x | (x ^ (~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & ((x ^ (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) ^ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y)))))))))) | ((~ (((~ y) ^ x) - (((~ y) ^ x) - ((~ (- ((x & (~ x)) | y))) - (x ^ (~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & ((x ^ (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) ^ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y))))))) & (- (~ (((~ y) ^ x) - (((~ y) ^ x) - ((~ (- ((x & (~ x)) | y))) - (x ^ (~ (((x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))) & ((x ^ (~ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) ^ (x | (- (~ ((((~ (- x)) | (~ x)) | (~ x)) | x)))))) | y)))))))))))) & y) ^ y)))) - (- (y | (~ (((~ y) ^ x) - (((~ y) ^ x) + ((((~ y) ^ x) - ((~ (- y)) - (x ^ (~ y)))) - ((~ y) ^ x))))))))))), Size: 643, OrigSize: 2355, VarNum: 2, IsPoly: false, AlterOrig: 226, AlterDeob: 104, RuleNumber: 977, RuleCount: 45710, LinearReduce: 1026, SynthReduce: 0, RuleReduce: 1329, Time: 68.000000
Name: target_2, Result: (x | (~ ((x ^ ((((((~ (((((((((((~ ((x & y) - y)) - (~ x)) | y) + (((x & (~ y)) & (x | (~ (y - (- (~ (2 * y))))))) | y)) | y) | y) | x) | (2 * (x | y))) & ((x | y) | (2 * (x | y)))) & (x | y)) + ((- 1) * x))) & ((((((((2 * (x | y)) | y) | y) | x) & (x | y)) + ((- 1) * x)) | (~ ((x ^ (x ^ ((y & (~ x)) ^ ((~ (- (~ ((x | y) - (- (~ ((x | y) - (~ ((~ (x | y)) | ((~ (x | y)) ^ ((~ (x | y)) & ((x | y) << 1)))))))))))) ^ (x | y))))) - x))) ^ (x | (~ y)))) & (x | (~ y))) | (~ y)) | x) & (~ x))) & ((x ^ ((((((~ (((((((((((~ ((x & y) - y)) - (~ x)) | y) + (((x & (~ y)) & (x | (~ (y - (- (~ (2 * y))))))) | y)) | y) | y) | x) | (2 * (x | y))) & ((x | y) | (2 * (x | y)))) & (x | y)) + ((- 1) * x))) & ((((((((2 * (x | y)) | y) | y) | x) & (x | y)) + ((- 1) * x)) | (~ ((x ^ (x ^ ((y & (~ x)) ^ ((~ (- (~ ((x | y) - (- (~ ((x | y) - (~ ((~ (x | y)) | ((~ (x | y)) ^ ((~ (x | y)) & ((x | y) << 1)))))))))))) ^ (x | y))))) - x))) ^ (x | (~ y)))) & (x | (~ y))) | (~ y)) | x) & (~ x))) ^ ((~ x) ^ ((((((~ (((((((((((~ ((x & y) - y)) - (~ x)) | y) + (((x & (~ y)) & (x | (~ (y - (- (~ (2 * y))))))) | y)) | y) | y) | x) | (2 * (x | y))) & ((x | y) | (2 * (x | y)))) & (x | y)) + ((- 1) * x))) & ((((((((2 * (x | y)) | y) | y) | x) & (x | y)) + ((- 1) * x)) | (~ ((x ^ (x ^ ((y & (~ x)) ^ ((~ (- (~ ((x | y) - (- (~ ((x | y) - (~ ((~ (x | y)) | ((~ (x | y)) ^ ((~ (x | y)) & ((x | y) << 1)))))))))))) ^ (x | y))))) - x))) ^ (x | (~ y)))) & (x | (~ y))) | (~ y)) | x) & (~ x))))))), Size: 465, OrigSize: 2561, VarNum: 2, IsPoly: false, AlterOrig: 216, AlterDeob: 54, RuleNumber: 977, RuleCount: 5935, LinearReduce: 738, SynthReduce: 0, RuleReduce: 1823, Time: 61.000000
Name: target_20, Result: (((- (x | (~ y))) | (x | (~ y))) & ((x | (~ y)) ^ (((y & (~ (((y & (~ x)) | ((~ x) ^ y)) - ((~ x) ^ y)))) | (x | (~ y))) - (x & y)))), Size: 42, OrigSize: 657, VarNum: 2, IsPoly: false, AlterOrig: 38, AlterDeob: 4, RuleNumber: 977, RuleCount: 3125, LinearReduce: 150, SynthReduce: 296, RuleReduce: 211, Time: 66.000000
Name: target_200, Result: (x - y), Size: 3, OrigSize: 1314, VarNum: 2, IsPoly: false, AlterOrig: 278, AlterDeob: 0, RuleNumber: 977, RuleCount: 1413, LinearReduce: 0, SynthReduce: 772, RuleReduce: 542, Time: 29.000000
Name: target_201, Result: (~ (- (((~ (y + (((~ x) ^ y) ^ y))) - ((~ (y + ((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y))) | (y + (((~ x) ^ y) ^ y)))) & ((~ (((((- ((((~ (((~ (- (y ^ x))) & (x & (~ y))) | (x ^ y))) ^ y) + y) - (y | (~ ((((~ (((~ (- (y ^ x))) & (x & (~ y))) | (x ^ y))) ^ y) + y) & y))))) | (((1 + x) + ((- 1) * y)) | (~ (x - y)))) - (~ (((x - y) & (~ ((y | (~ ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) & y))) - (((~ ((((~ (- (x ^ y))) & (x & (~ y))) | (x ^ y)) - (- ((~ ((~ (((~ (- (x ^ y))) & (x & (~ y))) | (x ^ y))) | y)) & y)))) ^ y) + y)))) | (((x - y) & (~ ((y | (~ ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) & y))) - (((~ ((((~ (- (x ^ y))) & (x & (~ y))) | (x ^ y)) - (((((~ ((- (y ^ x)) & (((((~ y) ^ x) << 1) ^ (~ 1)) | (- (y ^ x))))) & (x & (~ y))) | (x ^ y)) - ((~ ((~ (((~ (- (y ^ x))) & (x & (~ y))) | (x ^ y))) | y)) & y)) - (((~ (- (x ^ y))) & (x & (~ y))) | (x ^ y))))) ^ y) + y)))) | (~ (((- ((((~ ((((~ ((((~ x) ^ y) | (((~ x) ^ y) & (~ (- (x ^ y))))) - (- 1))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) - (y | (~ ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) & y))))) | (~ (x - y))) | ((1 + x) + ((- 1) * y)))))))) ^ (((- ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) - (y | (~ ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) & y))))) | (((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) - (y | (~ ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) & y)))) & (- ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) - (y | (~ ((((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y) & y))))))) | (((1 + x) + ((- 1) * y)) | (~ (x - y))))) + ((((~ x) ^ y) ^ y) + y))) & ((~ (((~ (((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y)) | (~ (x + ((- 1) * y)))) + ((((~ x) ^ y) ^ y) + y))) | (((((~ (((~ ((((~ (- (x ^ y))) & x) & (x ^ y)) | (x ^ y))) ^ y) + y)) | (~ (x + ((- 1) * y)))) + ((((~ x) ^ y) ^ y) + y)) | (~ y)) & (- y))))))), Size: 622, OrigSize: 2060, VarNum: 2, IsPoly: false, AlterOrig: 204, AlterDeob: 91, RuleNumber: 977, RuleCount: 22139, LinearReduce: 981, SynthReduce: 0, RuleReduce: 1079, Time: 64.000000
Name: target_202, Result: (~ (((~ (((~ (((- x) | (- (~ y))) & ((~ ((- (~ y)) & ((- x) | (- (~ y))))) | (- x)))) - (~ y)) - x)) | x) - ((((((~ (x + x)) & (x | (~ (x + x)))) - (~ x)) + ((~ (- ((- y) & y))) | (~ y))) + x) & x))), Size: 60, OrigSize: 1015, VarNum: 2, IsPoly: false, AlterOrig: 205, AlterDeob: 12, RuleNumber: 977, RuleCount: 3884, LinearReduce: 177, SynthReduce: 18, RuleReduce: 820, Time: 65.000000
Name: target_203, Result: (~ (x - (((- x) | ((- x) | (- (x ^ (x ^ (- (((2 * x) + 1) - ((~ (((~ (((x & (x | ((0 - ((~ (x & (- (x & (~ x))))) & (~ x))) - x))) + (0 - ((~ (x & (- (x & (~ x))))) & (~ x)))) & (- y))) | (- y)) - (y + y))) - y)))))))) & (- (x ^ (x ^ ((((- 2) * x) - 1) + y))))))), Size: 82, OrigSize: 1727, VarNum: 2, IsPoly: false, AlterOrig: 248, AlterDeob: 11, RuleNumber: 977, RuleCount: 3554, LinearReduce: 539, SynthReduce: 56, RuleReduce: 1132, Time: 68.000000
Name: target_204, Result: ((((((- ((- (~ x)) - ((- (~ (x + y))) - x))) | ((- ((- (~ x)) - ((- (~ (x + y))) - x))) ^ x)) | x) + ((- (~ x)) - ((- (~ (x + y))) - x))) | x) - (y | ((~ ((((((~ (((((- 1) * y) | (- y)) + (~ y)) - (- y))) & (~ x)) + (x ^ (~ y))) - ((((~ (((((- 1) * y) | (- y)) + (~ y)) - (- y))) & (~ x)) + (x ^ (~ y))) - ((((((y - (((~ y) - (((~ (y & ((~ y) | (~ (y | (y + y)))))) - y) + y)) | (- y))) - y) & (~ x)) + (x ^ (~ y))) | (x ^ (~ y))) ^ (y | (~ x))))) & ((y | (~ x)) ^ ((((~ (((((~ y) - (((~ (y & ((~ y) | (~ (y | (y + y)))))) - y) + y)) | (- y)) + (~ y)) - (- y))) & (~ x)) + (x ^ (~ y))) | (x ^ (~ y))))) + (((~ x) & ((y - (((- 1) * y) | (- y))) - y)) + (x ^ (~ y))))) ^ x))), Size: 207, OrigSize: 1838, VarNum: 2, IsPoly: false, AlterOrig: 133, AlterDeob: 24, RuleNumber: 977, RuleCount: 3707, LinearReduce: 1123, SynthReduce: 28, RuleReduce: 687, Time: 61.000000
Name: target_205, Result: (y + x), Size: 3, OrigSize: 903, VarNum: 2, IsPoly: false, AlterOrig: 95, AlterDeob: 0, RuleNumber: 977, RuleCount: 1045, LinearReduce: 0, SynthReduce: 421, RuleReduce: 482, Time: 19.000000
Name: target_206, Result: ((x + y) + (((~ (((x + y) + (x - (- ((~ x) - ((x + y) & (y | (x + y))))))) - (- 1))) | ((~ ((((- 1) - (~ ((- ((((x + y) ^ (~ (x + y))) & (x + y)) - (y + x))) - (- ((x & (~ (x | y))) & (((- 1) - (~ 0)) | y)))))) - 1) | (x + y))) | (x + y))) & (~ ((~ (((x + y) + (x - (- (~ (x - (((~ x) & (x & (x + y))) ^ (- (x + y)))))))) - (- 1))) | (x + y))))), Size: 109, OrigSize: 909, VarNum: 2, IsPoly: false, AlterOrig: 67, AlterDeob: 17, RuleNumber: 977, RuleCount: 9917, LinearReduce: 526, SynthReduce: 6, RuleReduce: 377, Time: 70.000000
Name: target_207, Result: (x | y), Size: 3, OrigSize: 1172, VarNum: 2, IsPoly: false, AlterOrig: 130, AlterDeob: 0, RuleNumber: 977, RuleCount: 1945, LinearReduce: 0, SynthReduce: 882, RuleReduce: 290, Time: 29.000000
